,id,chat_history,gt_response,RLPA_response,blenderbot_response
2360,2360,[usr] I was afraid when I got out of the movie theater,How come? what happened?,Maybe ask them to be more careful next time.  I wouldn't let it ruin a good friendship.,"I hate to admit this, but I've never been to the movies. I'm too scared to even think about it."
2361,2361,[usr] I was afraid when I got out of the movie theater [sys] How come? what happened? [usr] I was watching a horror film and then I had to walk home alone in the dark,Ohhhh.  Yea I would be scared too then.  That sounds terrifying.,that is such a bummer! i'm sorry that happened to you. what movie did you see?,I can see why that would frighten you. I hate going to the movies by myself.
2362,2362,[usr] I am very faithful that my family will make it home in time,"That's good, where are they?",i'm glad you're okay. i hope you don't have to go through anything like that again.,That's good. Relationships can be hit or miss sometimes. I'm glad you have a good one.
2363,2363,"[usr] I am very faithful that my family will make it home in time [sys] That's good, where are they? [usr] They are in Cuba","Wow, did they go there on vacation?",oh. i didn't know they were still in cuba. tell them i said hi for me!,"Oh wow, that is a long trip. I hope they are safe and the weather is nice."
2364,2364,[usr] I am terrified that my wife is going to leave me,Why would she leave you?,i'm sure she's scared too. i would be if i were in your shoes. do you have kids together?,I am sure she will. Don't worry too much about it. You will be fine.
2365,2365,[usr] I am terrified that my wife is going to leave me [sys] Why would she leave you? [usr] Because she is talking to other men behind my back,"oh no, i'm so sorry to hear that. I know your heart is broken. Did you try to talk to her about it?",oh man! that's awful! i'm so sorry. have you told her how you feel?,"You have to have trust in her. If you can't trust her, how can you trust her."
2366,2366,[usr] I am sad that I won't get to see the movie I want to see,What movie did you want to see?,i would be too! are you going to tell her? i hope everything works out for you,I'm sorry to hear that. Maybe you can watch it on a streaming service. I hope you'll be able to see it eventually.
2367,2367,[usr] I am sad that I won't get to see the movie I want to see [sys] What movie did you want to see? [usr] I wanted to see the First Purge,Why won't you be able to watch it?,oh i've heard good things about that movie! maybe you'll be able to see it sometime,"That's a bummer, hopefully you can see it at a theater when it comes out"
2368,2368,[usr] We just got back from the beach two weeks ago. It was such a lovely vacation. We loved relaxing on the beach and just taking it easy.,Oh yeah that sounds very relaxing! I hope it was good weather for you all!,i'm glad you had a nice time! i wish i was able to go on vacation like that,I love vacations! The beach is a great place to relax as long as the weather is nice.
2369,2369,"[usr] We just got back from the beach two weeks ago. It was such a lovely vacation. We loved relaxing on the beach and just taking it easy. [sys] Oh yeah that sounds very relaxing! I hope it was good weather for you all! [usr] It was very nice. There was a day or two of rain, but mostly perfect weather!","That's great! Im glad you had a good time, its always nice to have a refresher to get away from everything for a little bit!","I love perfect weather when you're on vacation. You're right, it was mostly perfect.",I love perfect weather when you can just veg out and enjoy the day! I'm glad you had a good time.
2370,2370,[usr] My husband and I are going on our very first cruise in December.,Oh boy! Where are you headed?,That's great. I love cruises. I'm sure you will have a great time.,"I love cruises, I am sure you will have a blast.  Where are you going to go?"
2371,2371,[usr] My husband and I are going on our very first cruise in December. [sys] Oh boy! Where are you headed? [usr] To the Caribbean Islands. We are going with another couple that we have been friends with for a very long time.,Congratulations! I hope everything goes well!,Sounds like you are going to have the time of your life. Which one are you going to go to?,"That should be so much fun. I've been to the Bahamas, St. Maarten, and St. Thomas. All very nice islands."
2372,2372,[usr] The other night I was just craving candy. I ate up all that we had!,"Oh, wow. Its like that sometimes. You have to give into your sweet tooth.","Nice, I bet that was satisfying. I've been in that situation before and it sucks.",Oh no! I know the feeling too well. I think I have a sweet tooth.
2373,2373,"[usr] The other night I was just craving candy. I ate up all that we had! [sys] Oh, wow. Its like that sometimes. You have to give into your sweet tooth. [usr] Sometimes you just have to! It felt so great then but I hated it the next morning!","Ugh, I hate the regret that comes with giving into food cravings. Don't be too hard on yourself. It was just one time.",I'm glad you enjoyed it. Candy is one of those things that are hard to give up.,I feel you. That is why I try to stay away from sugar. It is so addicting.
2374,2374,[usr] My husbands cancer free now!,how awesome. my husband is 7 years cancer free,"Oh, good. I'm sorry to hear about your husband. How old was he when he passed?","Yikes, I'm sorry to hear that. I hope it's a treatable cancer."
2375,2375,[usr] My husbands cancer free now! [sys] how awesome. my husband is 7 years cancer free [usr] Congrats! We are hoping right now that nothing comes back but It's so happy,it's amazing news. congrats to you both. enjoy your time together,my thoughts and prayers are with you guys. what kind of cancer did your husband have?,it takes a toll on the body and the mind but the good news is its treatable
2376,2376,[usr] I'm so frustrated with my husband. He dismantled the bathroom to do repairs and still hasn't completed them six months later!,Six months!  I would be so mad!  What are you going to do about it?,i am sorry to hear that. i will be praying for him. i hope it all works out for you guys,That is a real bummer. Maybe you should go ahead and do them all on your own?
2377,2377,"[usr] I'm so frustrated with my husband. He dismantled the bathroom to do repairs and still hasn't completed them six months later! [sys] Six months!  I would be so mad!  What are you going to do about it? [usr] He promised he would complete it within a month and since it's been so long, I called a contractor today!",Good call!  I would have done the same thing!,I hope they get it done soon.  It can be a pain in the rear!,That is just crazy!  A month is not that long.  I hope you get it done soon.
2378,2378,[usr] I've got a job interview set up for next week and I'm really nervous!,"i think you will nail it, are you prepared",I bet you are. Just remember to think of all your good qualities and the interviewers :),I'm sure you'll do great! Just be yourself and Im sure they will love you!
2379,2379,"[usr] I've got a job interview set up for next week and I'm really nervous! [sys] i think you will nail it, are you prepared [usr] I hope so! I bought a couple books on preparing for interviews and I've done a couple mock interviews with a friend.",good then you will do well!,"mock is a good idea, but don't be too nervous. i'm sure you will do great.","it is always good to be prepared, the interviewers will love it if you nail it!"
2380,2380,[usr] My parents always argue and it pisses me off!,"i bet, have you told them how u feel about it?","lol, just try not to let it get to you. they are just people after all.",That's a bad situation to be in. I'm sorry you have to deal with that.
2381,2381,"[usr] My parents always argue and it pisses me off! [sys] i bet, have you told them how u feel about it? [usr] I have but they rarely listen. They act like children and it can get frustrating. What can you do?",i guess just walk away is all,"i know what you mean, they are like that sometimes. ugh i'm sorry you have to deal with that.","tell them to get the hint, and if they dont listen to you then it will only get worse"
2382,2382,"[usr] Sometimes life just gives you lemons. At an old job of mine, I had what will probably remain the worst performance review of my life.",Well you can get better,i hate that lemonade gives me acidic taste. i don't like it at all.,I hear you there.  Life has a funny way of throwing curveballs at you.
2383,2383,"[usr] Sometimes life just gives you lemons. At an old job of mine, I had what will probably remain the worst performance review of my life. [sys] Well you can get better [usr] I'm not sure it was really about my performance at all. I was surprised by the presence of my only adversary there, and informed that a large part of my position would be dissolved, and I would be answering phones.","You will do better next time, I promise",You just need to find a way to be confident even if you don't think you are good,"We all have those moments in life, its how we deal with them, and move on."
2384,2384,[usr] That's must be a relief for you.  I am assuming you have children?,I do not have those,"I do, and it is a blessing and curse.  On the one hand I am grateful for the time that I have with them, and on the other I wish I didn't have to work so much.","I do have children, and it is a huge relief. I am so grateful for them."
2385,2385,[usr] That's must be a relief for you.  I am assuming you have children? [sys] I do not have those [usr] So I guess that sending anyone off to school is not a big deal to you?  Do you attend school?,I do not attend school,I am not sure what you are talking about. I have never left the country. Have you?,School is a huge deal. I send my kids to daycare. I dont have time for kids.
2386,2386,[usr] My father passed away about 2 1/2 years ago. It was totally unexpected and really was very traumatic and hurtful to me. He was still quite young and my family and I had no idea he had a life threatening health issue.,"I am sorry to hear that, I hope you had some time together before hand",Death can be very hard on families. I hope you and your family made it through the hardest time.,Sorry to hear that. I lost my dad when I was in my 20's. I know how you feel.
2387,2387,"[usr] My father passed away about 2 1/2 years ago. It was totally unexpected and really was very traumatic and hurtful to me. He was still quite young and my family and I had no idea he had a life threatening health issue. [sys] I am sorry to hear that, I hope you had some time together before hand [usr] I was pretty close to my father and always lived close by. But, you always wish you had more time. But, the last words I said to him was that I loved him, and I'm grateful for that.","That is good at least, you had some closure at the worst",I am glad that you have those memories of him to cherish and hold dear to you,"You did the right thing, all we can do is try to be there for our loved ones"
2388,2388,[usr] Once when I was younger I went to a friends 16th birthday and had a crazy experiene happen,What happened?,"I bet you were close to the experience, how did it happen if you don't mind me asking.",Happens every once in a while. I bet you were glad to be out of that situation.
2389,2389,[usr] Once when I was younger I went to a friends 16th birthday and had a crazy experiene happen [sys] What happened? [usr] we were walking in the front door and it had a glass door apparently but I didn't see it.  It was a very clean door.  LOL.  Later on that night I won a door prize.  which was pretty funny],What did you win?,Oh you must have been pretty spooked. Did you ever find out who it was?,I would have been so scared. I'm glad you made it out of there unharmed.
2390,2390,"[usr] My daughter caught me in a bad mood the other day and was being a bit argumentative. I lost my temper, yelled and really hurt her feelings. I felt bad that it happened.","Oh that sucks.  Those are the types of situations where you can't help it, but you know you did wrong the second after it's over.",Well it happens and you can't be too mad at her. She was just having a bad day.,I'm sure she'll understand it was out of the control. We all have those moments.
2391,2391,"[usr] My daughter caught me in a bad mood the other day and was being a bit argumentative. I lost my temper, yelled and really hurt her feelings. I felt bad that it happened. [sys] Oh that sucks.  Those are the types of situations where you can't help it, but you know you did wrong the second after it's over. [usr] Yes, I was already not in a good mood, and then it seemed like she just pushed the right button. But, I knew I shouldn't have done it as soon as I saw the look in her eyes, I felt very bad.","Well, there aren't any rules against apologizing to your kids?",I'm glad you're able to recognize that it was a bad action.  You seem like a good person.,Parenthood is hard.  You did the right thing.  I'm sure she knows it.
2392,2392,"[usr] You never know what someone else is going through, and looks can be deceiving. Like this old man that seemed like any other drunk.",Yeah you can judge someone like that,I'm sorry you had to see that. I've had that happen to me before and it's not a good thing.,That's very true. It's always a gamble when it comes to drinking and driving.
2393,2393,"[usr] You never know what someone else is going through, and looks can be deceiving. Like this old man that seemed like any other drunk. [sys] Yeah you can judge someone like that [usr] It was hard to tell honestly, but it turned out the guy was lost and diabetic. He had lost track of his friends and had no way to get home, so I hailed him a cab and paid the driver $20.",Thats a nice gesture from you,"Wow that was so nice of you, you should do it more often because you are a good person","Wow, you are such a nice person. I wish i could do something like that for someone"
2394,2394,[usr] We hadn't been to the beach and years and really wanting to go back for vacation. We were able to a few weeks ago and it was awesome. I was thrilled!,"Oh man, the beach always sounds nice",That sounds like fun! I'm glad you got to go. You should take advantage of the time you have now.,That sounds like fun! I haven't been able to vacation in a while either. I hope you had a good time!
2395,2395,"[usr] We hadn't been to the beach and years and really wanting to go back for vacation. We were able to a few weeks ago and it was awesome. I was thrilled! [sys] Oh man, the beach always sounds nice [usr] It's was great. The weather was perfect most of the time, and we were able to relax and enjoy it so much. We were really hyped to go!",That sounds like it was lovely,Did you stay at a house or at a beach? And how much money did you spend?,"That's great, I'm glad you had fun. I haven't been in a while either"
2396,2396,"[usr] The last time I went to the fair, I tripped over a big cord. This led to me having one of those running falls, that seem to last forever! I wanted to disappear at that moment!",I am sure not many people noticed,Oh no! I hope you weren't hurt! I love the fair but I hate running.,Oh no! I hope you were able to find someone to help you get back on your feet!
2397,2397,"[usr] The last time I went to the fair, I tripped over a big cord. This led to me having one of those running falls, that seem to last forever! I wanted to disappear at that moment! [sys] I am sure not many people noticed [usr] Oh no, there were tons of people that noticed lol. I can laugh now, but not at that moment.","I can imagine, sorry","Laughing is a good outlet, what do you like to do in your free time?",Oh well it happens to the best of us. I have done the same a gazillion times.
2398,2398,[usr] I lost a puppy recently and I'm still broken up about it.,I am so sorry I have been there so many times,Losing a pet is one of the hardest things in life. I would be broken up too.,"Losing a pet is one of the hardest things in life, I can't imagine how you are feeling."
2399,2399,"[usr] I lost a puppy recently and I'm still broken up about it. [sys] I am so sorry I have been there so many times [usr] it's never going to be ok, but it will be a little less painful in time.",I am sorry you had to go through that,I hope so I am sure it will get better for you just need to give it a little time,Losing a pet is one of the hardest things in life I have gone through it is never easy
2400,2400,[usr] It's not fun when a 4 year old does something he shouldnt.,What did they do,I agree I don't have any kids but I can only imagine my sister had to deal with that when she had kids,I agree. I have a 2 year old and a 3 year old. I can't wait until they are a little older so they can do things they shouldn't.
2401,2401,"[usr] It's not fun when a 4 year old does something he shouldnt. [sys] What did they do [usr] Took a small toy, put it in his pocket. took it back to the store and made him return it.","Oh well, he will learn",Oh no. Atleast he was honest about it. Some kids are just like that.,I would have done the same thing.  Ain't nothing wrong with a toy.
2402,2402,[usr] As a mom I sometimes sneak a sweet treat when I make it out alone.,"You do what you want, you earn it!",That's not a bad thing at all. Some people would do that just to get a taste of their own medicine.,I bet it makes you feel good to know that someone is out there taking care of you.
2403,2403,"[usr] As a mom I sometimes sneak a sweet treat when I make it out alone. [sys] You do what you want, you earn it! [usr] Still feel bad when I got an ice cream the other day",Why?,"Whatever makes you happy, that's what you should do. I would do the same if I were in your shoes.","As long as you don't do it all the time, I don't think you have a problem!"
2404,2404,"[usr] I've had a rough week! The house has been a mess from my dogs and toddler. My husband hasn't been helping out much, its fustrating!",Why is he not helping?,I'm sorry to hear that. I've been in that situation before and know how hard it can be.,"Oh no, I hope it gets better for you. I've been there, it sucks!"
2405,2405,"[usr] I've had a rough week! The house has been a mess from my dogs and toddler. My husband hasn't been helping out much, its fustrating! [sys] Why is he not helping? [usr] I'm not sure! He has been busy with work but also has been going out with friends a lot :(","Oh, well work can be tough too sometimes","You need to sit down with him and talk to him.If he pussures to help you, you will thank him.",He sounds like a real bummer.  Maybe you should kick him to the curb!
2406,2406,"[usr] My niece made me proud today, graduated from her nursing school.",I bet you are proud,That is great.  Nieces and nephews can be so inspiring.,That is great.  Nieces and nephews can be so inspiring.
2407,2407,"[usr] My niece made me proud today, graduated from her nursing school. [sys] I bet you are proud [usr] YEa, she's over come a lot for it.",I am sure she did,"Do you have a lot of experience with kids, or do you just have kids of your own?",Make sure to give her a big present when she is all grown up. Nieces and nephews are the best
2408,2408,"[usr] Since it was my birthday today, when I came home there was a big pink cake and flowers waiting for me :)","that is sweet, who from?",HAPPY BIRTHDAY!  Did you get any cool gifts from your friends or family?,HAPPY BIRTHDAY!  I love surprises like that.  Did you eat all of it?
2409,2409,"[usr] Since it was my birthday today, when I came home there was a big pink cake and flowers waiting for me :) [sys] that is sweet, who from? [usr] My husband! I did not see it coming at all, thought we were going to wait till the weekend to celebrate.","Wow, how sweet of him, you are both lucky!","Oh, well happy birthday to you as well!  You should do something nice for him to show your appreciation.","that is even better, i hope you have many more happy birthdays in the upcoming years"
2410,2410,[usr] We had to clean out our storage building because of roof damage. I found an old box of pictures!,What of?,"I am sorry to hear that, I have been through that before, it is not a good feeling.",Oh no!  I hope it didn't cause any damage to the walls or ceilings.
2411,2411,"[usr] We had to clean out our storage building because of roof damage. I found an old box of pictures! [sys] What of? [usr] My family and all kinds of old memories, birthdays, festivals, swimming, and other stuff","Oh, that is awesome, I love those trips down the old memory lane",Do you have a DVD player in there? you could look through those and relive those memories.,I bet that was nice to go through and remember the good old days.  It's been a long time since I've seen pictures of my family.
2412,2412,[usr] It's so hot and our AC just broke. We had to open the windows to be able to sleep!,"Oh wow, talk about bad timing","I'm sorry to hear that. It's been hot and humid in my area lately, too. I know how you feel. Could you at least sleep on the couch?",Oh no! That's the worst! It's been so hot here too! I slept on the sofa last night!
2413,2413,"[usr] It's so hot and our AC just broke. We had to open the windows to be able to sleep! [sys] Oh wow, talk about bad timing [usr] The icing on the sweaty cake was that a giant horse fly kept buzzing around the room and the moment you got comfy would land on you","Oh no, I hate flies","Horse flys are so gross, I hate them.  I hope you didn't eat the cake!",That's one of the worst things I've ever heard. I hope you didn't have to clean the rest of the house.
2414,2414,[usr] I'm so excited! My family and I are moving to a new state at the end of this year!,I'm ready for a new start for my family and a better paying job!,Yay! I bet you're super excited. I've always wanted to do that. I moved around a lot as a kid.,"Wow, that does sound like a lot of work but it will be well worth it in the end."
2415,2415,[usr] I'm so excited! My family and I are moving to a new state at the end of this year! [sys] I'm ready for a new start for my family and a better paying job! [usr] That is nice. Having a better paying job is always good.,Yes! and new opportunties for my family. We need the fresh start on life. I don't like living in Texas.,It is good to have something better lined up. Are you going to be working at the new job?,"I agree, I am also looking forward to that. Good luck with the move and the new job."
2416,2416,"[usr] I've got back in to running this week, I missed it! It's a great stress reliever!","Wow, I don't know how you runners do it. I can't stand running. How many miles do you run per day on average?",I'm sure it is. I need to get out and exercise. I'm a couch potato.,"That's great! I should get back to running as well, but I find it hard to motivate myself."
2417,2417,"[usr] I've got back in to running this week, I missed it! It's a great stress reliever! [sys] Wow, I don't know how you runners do it. I can't stand running. How many miles do you run per day on average? [usr] I love to run, did Track and Field in High School! Right now I'm only running 3 miles till I build my stamina back up! What do you do for excersise?","I usually jog in the backyard, but not really running. I'm too fat to run.",That's awesome that you love it so much. I wish I enjoyed it like that. I usually just hike.,"That's awesome that you did track and field in high school. I used to be a powerlifter, but injures cut my career short. Now I just work out at home."
2418,2418,"[usr] You won't believe the day I've had! I got to sleep in this morning, I haven't done that in months!",Its always nice to get some sleep,Oh really? You must have something going on in your life that made you feel that way.,Oh wow! I bet you're glad to have slept in. Hopefully you've been having a good day.
2419,2419,"[usr] You won't believe the day I've had! I got to sleep in this morning, I haven't done that in months! [sys] Its always nice to get some sleep [usr] Yes, my husband even cooked dinner for me today, and helped clean the house! He has been very helpful today.","Oh wow, that was nice of him",Aww that was so nice of him. You are lucky to have someone like that in your life,Aww that was so sweet of him. He sounds like a keeper. cherish him
2420,2420,[usr] This has been a great week! Well actually a great year for my family.,I am glad for you. I hope it continues,That's great to hear!  I hope it stays that way!  What's been going on in your family?,I'm happy to hear that!  What's been going on in your life to make it so great?
2421,2421,"[usr] This has been a great week! Well actually a great year for my family. [sys] I am glad for you. I hope it continues [usr] Thank you, my husband got two great job offers!","Oh nice, its good to have options",I am so happy to hear that!  Is he going to stay at home with the kids?,I am happy for you too then. You all must be doing really well financially now
2422,2422,[usr] My daughter is growing up so fast!,How old is she?,Soon she will be on her own!  That is so exciting.  Is she going to college?,"Time flies, doesn't it. I have a daughter as well and it seems like just yesterday she was a newborn."
2423,2423,[usr] My daughter is growing up so fast! [sys] How old is she? [usr] She is 4 and in Pre-school! She is doing so well learning how to share and also knows her colors!,"Wow, they do grow up fast, appreciate the time you get!",Wow!  She is ahead of the curve already!  You must be so proud.,I wish I could go back to that age. It's so fun to watch them learn and discover things.
2424,2424,"[usr] I live in Central Texas, it rained and lightening stuck a house here and caused it to burn down!","Oh no, that sounds scary",Oh no!  That's not good at all.  You should get that fixed asap!,Oh no! I'm so sorry to hear that. I hope you and your family evacuated safely!
2425,2425,"[usr] I live in Central Texas, it rained and lightening stuck a house here and caused it to burn down! [sys] Oh no, that sounds scary [usr] Yes, I hope the family is okay! No word yet if anyone got hurt.",I hope they are,"Who knows what happened, it could have been a lot worse.  Do you have home insurance?","I hope so too, I don't know what would have happened had the house caught on fire"
2426,2426,"[usr] my baby is sleeping, my house is clean... it's just so nice and peaceful right now","That is not something to take for granted, enjoy yourself!",Well at least you have something to keep you occupied until your baby gets home.  Is there anyone you can stay with?,That sounds so relaxing!  I wish I could have a clean house right now too.
2427,2427,"[usr] my baby is sleeping, my house is clean... it's just so nice and peaceful right now [sys] That is not something to take for granted, enjoy yourself! [usr] i just hope tonight won't be that night when my baby wakes up every 30 minutes","I hope so too, best of luck with that!",That is a long time to be awake!  I guess you get used to it though.,"I understand, but you know that is how you baby is supposed to sleep, so enjoy it!"
2428,2428,"[usr] I feel like a failure, Im suppose to be on a diet but ate too much today!",You can always start tomorrow,Don't be too hard on yourself. Everybody slips up sometimes! Start again tomorrow!,You can always start again tomorrow! Don't be so hard on yourself. Allow yourself to indulge every now and then.
2429,2429,"[usr] I feel like a failure, Im suppose to be on a diet but ate too much today! [sys] You can always start tomorrow [usr] Thanks, I keep telling myself to stick with it but its hard!","It can be hard, but you can do it","It is hard, but it is doable! Start tomorrow, but don't give up!","It is hard, but you can do it! Start tomorrow, but don't give up!"
2430,2430,[usr] I'm thinking about quitting my day job!,Why is that?,"I quit my job, and now I live off pizza rolls and soda cans.",Oh no! I quit my job to travel the world.  Why are you considering quitting
2431,2431,[usr] I'm thinking about quitting my day job! [sys] Why is that? [usr] My boss has been unreasonable and a pain. He dosen't understand how much time I put into the company!,"I get that, best of luck friend!","That isn't good. You should quit before you quit, so you don't have to put up with him.","That doesn't sound good. You should quit before you quit, so you don't have to deal with him."
2432,2432,[usr] Tuesday I got to take my kids to the beach for the first time.,Did you have a good time?,You should take them now before it gets too hot. You will miss them when they are gone.,That must have been so much fun for you and for them! I bet they had such a great time!
2433,2433,[usr] Tuesday I got to take my kids to the beach for the first time. [sys] Did you have a good time? [usr] We had a blast! I could barely contain myself on the trip there!,They'll always have good memories of the beach.,I am glad. You are going to have to take them again soon. They will love it so much.,I am so glad that you got to go. I hope they had a great time too.
2434,2434,"[usr] My new dog is doing so great, she was potty trained in a week!",What kind of dog,That is great. Dogs are so much fun. They really are man's best friend.,Yay! I love dogs but I'm allergic to them so we can't have any.
2435,2435,"[usr] My new dog is doing so great, she was potty trained in a week! [sys] What kind of dog [usr] She is a Jack Russell, she loves to cuddle in my lap.",She does sound adorable,I love cuddling with my dog too. You should cherish every moment you have with her!,"I love dogs, they are so cute when they are cuddly and you don't know what to do with them"
2436,2436,[usr] i moved to a new house recently and miss my old one,How long did you live in your old one?,"Aww, you must be so homesick. It will take some getting used to the new house, but it will be worth it in the end!","Congratulations on the new house.  I know how you feel, I moved last year and I still have the old one."
2437,2437,"[usr] i moved to a new house recently and miss my old one [sys] How long did you live in your old one? [usr] 10 years, i hope i get to feel the same way i did in my old house",It'll take some getting used to.,I'm sure you will. Have you been looking for a new place to live for that long?,Wow that is a long time. I hope you like the new house as much as you miss the old one.
2438,2438,[usr] i feel like i am the best player on my soccer team,Sounds like you practice a lot to get good.,That's a good feeling to have. I hope you get to move to that new place soon!,You must be playing pretty well if you feel that way.  What position do you play?
2439,2439,[usr] i feel like i am the best player on my soccer team [sys] Sounds like you practice a lot to get good. [usr] yeah i do i am always the one that steps up in the game,Are you the captain?,Soccer is pretty much the only sport I don't like. Too slow paced for my taste.,It sounds like you are the best at what you do. Thats a good feeling to have.
2440,2440,[usr] I've been having anxiety attacks lately. Everything is great and suddenly i start thinking about something bad happening and i have a full blown anxiety attack over something that didn't even happen,Is this a common occurrence?,I am so sorry to hear that. Anxiety is a terrible thing to have to deal with.,Anxiety is the worst. It's like your brain is playing tricks on you but you don't know what to do to get rid of it.
2441,2441,"[usr] I've been having anxiety attacks lately. Everything is great and suddenly i start thinking about something bad happening and i have a full blown anxiety attack over something that didn't even happen [sys] Is this a common occurrence? [usr] no, it just started happening. I would say it started a couple of months ago. i will see a doctor in 2 weeks",That's good. I hope it's controllable.,I would see a psychiatrist if it persisted. Anxiety is not good!,I'm sorry to hear that. Anxiety is a terrible thing to have to deal with.
2442,2442,[usr] We recently went on vacation and it made me feel reminiscent. It made me think of the last vacation I was able to spend with my father before he unexpectedly passed away.,I'm so sorry for your loss.,I am so sorry for your loss. Vacations are so important for the soul. Did you have a good time?,"I am so sorry to hear of your father's passing. But, I am happy that you got to spend time with him."
2443,2443,"[usr] We recently went on vacation and it made me feel reminiscent. It made me think of the last vacation I was able to spend with my father before he unexpectedly passed away. [sys] I'm so sorry for your loss. [usr] Thank you. I don't think it matters how old you are when a parent passes away, it's very painful. The vacation did bring back great memories with him though.",He sounds like a great guy. I'm glad you have fond memories of him.,"You're right, it doesn't. Time heals all wounds, as they say.","You're right, it doesn't hurt to remember the good memories, at least you have that"
2444,2444,"[usr] my friend can literally eat junk food all day long and stay skinny! She doesn't even work out. and here i am, eating healthy, working out and still loking fat","She may be skinny, but it doesn't mean she's healthy.",I have the same friend! It's so frustrating because it's so easy to eat garbage food when you don't have to work out at all.,It's so frustrating isn't it? I wish we could all just get to a healthy weight and not have to work so hard.
2445,2445,"[usr] my friend can literally eat junk food all day long and stay skinny! She doesn't even work out. and here i am, eating healthy, working out and still loking fat [sys] She may be skinny, but it doesn't mean she's healthy. [usr] that's true too! But i just wish i looked like her","Yea, I totally understand that. She won the genetic lottery there.","Just focus on what you're doing, and I'm sure you'll be good to go.","Just focus on what you do have, and try not to compare yourself to other people too much!"
2446,2446,"[usr] It was my birthday and My friend sent me a birthday card with a gift card in a mail... i never got it, somebody stole it! and we actually have a cluster mailbox so only i can open it. it means that usps worker stole it",Have you tried speaking with the post office?,Oh no!  I hate to hear that.  Maybe you can file a complaint with the company and get your money back?,Oh no!  That is so disappointing.  I hope you file a complaint with the postal office.
2447,2447,"[usr] It was my birthday and My friend sent me a birthday card with a gift card in a mail... i never got it, somebody stole it! and we actually have a cluster mailbox so only i can open it. it means that usps worker stole it [sys] Have you tried speaking with the post office? [usr] i did, the lady told me they can't do anything about it because it didn't have a tracking number.","That's ridiculous, they should have to do something.","Well, that's too bad. I hope you get it back, and I hope it doesn't cost you too much to replace it.","Yikes! Well, I hope you get it back one day! I know how you feel."
2448,2448,[usr] My cat was playing last nigh and brought it to me.,That sounds like fun. what did it bring to you?,That is so sweet. Cats are so loving. Did you give it a belly rub?,"That is so sweet.  I love cats, but I am allergic to them so we can't have any."
2449,2449,"[usr] My cat was playing last nigh and brought it to me. [sys] That sounds like fun. what did it bring to you? [usr] Well, it wasn't one of his toys like I thought. It was a dead mouse",Eww... that's pretty gross. I had a cat once that would bring me dead birds too. I think that means they like you!,dead mice? I never knew that was a thing. I'm sorry you had to experience that.,"haha dead mice. That is great. I love cats, but I have allergies to them so we don't have any."
2450,2450,[usr] my son just used a potty for the first time! he is only 16 months. i'm so proud of him,"Watch out! Next thing you turn around, and he's driving.",So am I! Did he puke a little? Sometimes pets do that when they don't get enough attention.,That is great! Most kids take forever to potty but it is so worth it when they do.
2451,2451,"[usr] my son just used a potty for the first time! he is only 16 months. i'm so proud of him [sys] Watch out! Next thing you turn around, and he's driving. [usr] I know! they  grow up so fast! I feel like i just gave a birth to him and look at him now",I hope you got some photos.,Soon he'll be telling you all about it. Kids are so cute at that age.,"Soon he'll be saying Mommy, and you'll be beaming at him."
2452,2452,[usr] Sometimes things don't work out like you planned. It can be a real let down though.,What happened?,It'll be worth it in the end. Think of all the good times you'll have with him.,"Yeah, I was a little let down. Oh well, on to the next one I guess."
2453,2453,"[usr] Sometimes things don't work out like you planned. It can be a real let down though. [sys] What happened? [usr] I got two tickets for a friend and I for a concert. The day of the show, it poured and no one got a refund.",That is bad. You should have got refunded.,I would be so mad I wouldn't even be able to eat dinner that night. I hope you're able to get a refund at least.,That is a real bummer! I hate when things like that happen. Especially when the concert was supposed to be a fun time!
2454,2454,[usr] My family went on a road trip this week and had to stop at a gas station for the bathroom.,How'd that go?,bathroom stops are the worst. especially when you have to hold back the urge to go.,"Jeez, that must've been awkward. At least you weren't at home when that happened."
2455,2455,[usr] My family went on a road trip this week and had to stop at a gas station for the bathroom. [sys] How'd that go? [usr] Well the bathroom seemed cleaned but the roaches told me otherwise.,"Oh god, roaches. Did you guys use the bathroom anyway?","Ew, that's gross. Roaches are so commonplace, it's hard to avoid them.","We don't get roaches here, thank goodness. We do have cockroaches, though."
2456,2456,"[usr] It sounds crazy to say, but even though I was hit by a car on my bicycle, it could have been much worse.",Are you okay?,It could've been a lot worse for sure. I'm glad your bike was not damaged.,I can't imagine how traumatic that must have been. I'm glad you're okay.
2457,2457,"[usr] It sounds crazy to say, but even though I was hit by a car on my bicycle, it could have been much worse. [sys] Are you okay? [usr] I'm quite fine now (my knee has a plate and six screws). I am just glad that the driver stopped and called an ambulance!","oh my gosh, a plate! That kinda sounds serious.",Amusement parks are a dangerous place to ride your bike. I am glad you are okay. What did you bike for?,I can imagine it must have been quite an ordeal. Glad to hear you are okay.
2458,2458,"[usr] Last semester was probably the largest challenge of my life. I go to school for electrical engineering, and I took 6 courses.",that is a lot.. most i ever took at one time was 5 classes and i cried at least twice that semester.,"That's a lot of courses, how do you find time to do all of them?","I bet it was, it must have taken a lot of determination and hard work to do that."
